"R0000100","R0069500","R0536300","R0536402","R0538700","R0554500","R0554800","R1201300","R1236000","R1482600","R1487700","R2463300","R2600200","R2729700","R3481900","R3776700","R3876300","R3884701","R3885200","R3885300","R3885400","R3899100","R3923600","R3925200","R3925300","R5511700","R9829600","S7513500","S7521300","S7521400","S7521500","S7521600","S7521700","S7521800","S7521900","S7522000","S7522100","T0013900","T0022000","T0022100","T0022200","T0022300","T0022400","T0022500","T0022600","T0022700","Z9083800"
3992,3,2,1980,1,3,3,1,2,4,1,3,1,1,1,3,19,12,4,3,1,0,1,0,1,16,37994,14,2359,-4,-4,-4,-4,-4,-4,-4,-4,14,70465,-4,-4,-4,-4,-4,-4,-4,14
3993,2,1,1984,1,3,3,1,2,4,3,2,2,1,2,2,15,8,4,3,1,0,2,2,1,16,31022,10,1517,1100,-4,-4,-4,-4,-4,-4,-4,10,1083,-4,-4,-4,-4,-4,-4,-4,10
3994,3,1,1984,1,3,-2,1,2,4,2,2,2,1,1,2,15,8,2,4,2,0,2,1,2,18,82895,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12,1900,-4,-4,-4,-4,-4,-4,-4,12
3995,-2,1,1983,1,1,0,1,4,4,0,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,13,1210,12,24,-4,-4,-4,-4,-4,-4,-4,-4,12,585,100,-4,-4,-4,-4,-4,-4,12
3996,3,1,1984,1,1,0,1,4,4,0,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,14,9246,9,-3,-3,-4,-4,-4,-4,-4,-4,-4,9,-3,1005,-4,-4,-4,-4,-4,-4,9
3997,3,1,1980,1,1,1,1,1,4,5,3,1,1,2,3,19,12,10,3,0,1,1,1,2,-5,13266,12,1044,1000,875,-4,-4,-4,-4,-4,-4,12,-3,1300,1056,-4,-4,-4,-4,-4,12
3998,2,1,1984,1,-2,-2,1,3,4,0,2,3,1,1,2,15,8,4,2,1,2,3,0,0,14,45561,15,800,-4,-4,-4,-4,-4,-4,-4,-4,16,125,1100,800,-4,-4,-4,-4,-4,16
3999,2,2,1984,1,0,0,2,1,2,0,2,3,1,1,2,14,8,4,4,2,1,3,0,0,18,49856,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,11
4000,2,2,1980,1,4,4,1,1,4,0,3,1,1,1,3,19,12,1,4,1,0,1,0,0,11,77970,16,1708,-4,-4,-4,-4,-4,-4,-4,-4,16,1708,-4,-4,-4,-4,-4,-4,-4,16
4001,2,1,1981,1,3,-2,1,1,4,6,3,1,1,3,3,18,11,1,3,0,0,1,2,3,13,-4,12,910,-4,-4,-4,-4,-4,-4,-4,-4,12,1000,-4,-4,-4,-4,-4,-4,-4,12
4002,2,1,1982,1,3,3,1,1,4,2,3,1,1,2,3,17,11,1,3,1,1,1,1,3,19,80175,12,1737,2159,-4,-4,-4,-4,-4,-4,-4,12,2023,-4,-4,-4,-4,-4,-4,-4,12
4003,3,1,1980,1,1,1,1,1,4,2,3,1,1,1,3,19,12,1,5,2,0,1,1,1,16,95276,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,20,-4,-4,-4,-4,-4,-4,-4,-4,20
4004,2,1,1983,1,1,1,1,-3,2,1,2,1,1,2,2,16,9,1,5,2,0,1,0,2,11,81914,15,1000,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,17
4005,2,1,1980,1,7,7,1,1,4,0,3,1,1,2,3,18,12,5,2,0,1,1,0,0,15,41692,18,1650,600,-4,-4,-4,-4,-4,-4,-4,18,1824,-4,-4,-4,-4,-4,-4,-4,18
4006,1,1,1984,1,3,1,1,-3,2,0,2,1,1,1,2,15,9,1,4,2,0,1,0,0,16,31636,14,1020,-4,-4,-4,-4,-4,-4,-4,-4,14,2000,-4,-4,-4,-4,-4,-4,-4,14
4007,4,1,1981,1,-4,-4,-4,2,4,10,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,13,-5,7,775,825,1013,-4,-4,-4,-4,-4,-4,7,925,750,-4,-4,-4,-4,-4,-4,7
4008,2,1,1983,1,2,3,1,2,4,0,2,1,1,2,3,16,9,1,4,2,0,1,0,0,15,76716,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,16,880,1250,-4,-4,-4,-4,-4,-4,17
4009,2,1,1981,1,-4,-4,-4,1,4,1,3,1,1,1,3,18,11,3,4,1,0,1,0,0,19,59169,12,-3,-4,-4,-4,-4,-4,-4,-4,-4,12,1000,625,-4,-4,-4,-4,-4,-4,12
4010,2,2,1980,1,3,1,1,1,4,0,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12,40462,15,757,-4,-4,-4,-4,-4,-4,-4,-4,15,815,-4,-4,-4,-4,-4,-4,-4,16
4011,2,1,1981,1,3,2,1,1,4,1,3,1,1,1,3,18,12,1,4,0,0,1,0,2,17,97100,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,16,-4,-4,-4,-4,-4,-4,-4,-4,19
4012,2,2,1982,1,6,7,1,-3,4,0,3,1,1,1,3,17,11,1,4,2,0,1,0,2,19,48170,17,1250,-4,-4,-4,-4,-4,-4,-4,-4,17,1250,1600,1364,-4,-4,-4,-4,-4,18
4013,2,1,1984,1,6,7,1,2,4,0,2,1,1,2,3,15,9,1,4,2,0,1,0,0,16,82439,14,850,-4,-4,-4,-4,-4,-4,-4,-4,15,850,-4,-4,-4,-4,-4,-4,-4,16
4014,2,1,1980,1,3,4,1,1,4,4,3,1,1,3,4,19,12,1,3,0,0,-4,1,3,17,74589,12,-3,-4,-4,-4,-4,-4,-4,-4,-4,12,1075,-4,-4,-4,-4,-4,-4,-4,12
4015,2,2,1984,1,3,-2,1,2,4,1,2,2,1,1,3,15,9,1,5,3,0,2,0,0,19,50945,12,-4,-3,890,-4,-4,-4,-4,-4,-4,13,-4,975,-4,-4,-4,-4,-4,-4,15
4016,1,1,1981,1,3,1,1,1,4,4,3,1,1,2,3,18,11,5,3,1,0,1,0,1,15,84179,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,14
4017,1,2,1984,1,3,1,1,2,4,2,2,2,1,2,2,15,8,5,3,1,0,1,1,3,17,86312,12,775,675,700,-4,-4,-4,-4,-4,-4,12,600,913,-4,-4,-4,-4,-4,-4,12
4018,1,2,1980,1,-4,-4,-4,1,4,0,-5,-5,1,2,3,19,12,1,4,0,1,1,1,3,11,68486,16,1000,700,-4,-4,-4,-4,-4,-4,-4,16,1008,700,-4,-4,-4,-4,-4,-4,16
4019,2,2,1984,1,-2,3,1,2,4,0,2,2,1,1,2,15,9,1,4,2,1,2,0,0,17,62473,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,16
4020,2,2,1980,1,3,4,1,2,4,0,3,2,1,2,-4,20,12,1,4,1,1,-4,0,2,13,-4,12,-3,-4,-4,-4,-4,-4,-4,-4,-4,12,1244,-4,-4,-4,-4,-4,-4,-4,12
